ID,Sex,Sexuality2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,Child_Gen2,Child_Age,Household_Size
1194,2,Straight,No,Non-metro,Rent,Yes,Male,14.0,6.0
1195, ,,,Metro,Own,Yes,,,5.0
1196,2,Straight,No,Non-metro,Own,Yes,Male,17.0,3.0
1197, ,,,Metro,Own,Yes,,,10.0
1198, ,,,Metro,Own,Yes,,,3.0
1200, ,,,Metro,Own,No,,,6.0
1202,2,Straight,No,Metro,Own,Yes,Male,13.0,5.0
1204, ,,,Metro,Own,Yes,,,4.0
1206, ,Straight,No,Metro,Own,Yes,Female,13.0,9.0
1207, ,Straight,No,Non-metro,Own,Yes,Male,14.0,3.0
1208, ,,,Metro,Own,Yes,,,3.0
1209, ,,,Metro,Own,Yes,,,4.0
1210, ,,,Metro,Own,Yes,,,8.0
1211, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1213, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1214, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
1215, ,,,Metro,Own,Yes,,,4.0
1217, ,,,Metro,Own,Yes,,,5.0
1218, ,Straight,No,Non-metro,Rent,Yes,Female,17.0,4.0
1219, ,,,Non-metro,Own,Yes,,,5.0
1220, ,,,Metro,Own,Yes,,,2.0
1222, ,,,Non-metro,Rent,Yes,,,2.0
1224,1,Straight,No,Non-metro,Own,Yes,Male,16.0,3.0
1225, ,Straight,No,Metro,Rent,Yes,Female,13.0,5.0
1227, ,,,Metro,Own,Yes,,,4.0
1228, ,,,Metro,Own,Yes,,,3.0
1229, ,,,Metro,Rent,Yes,,,5.0
1230, ,,,Metro,Rent,Yes,Female,14.0,3.0
1231, ,,,Metro,Own,Yes,,,5.0
1233, ,,,Metro,Own,Yes,,,4.0
1234,1,Straight,No,Metro,Rent,Yes,Male,16.0,4.0
1235, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1237, ,,,Metro,Own,Yes,,,5.0
1238, ,,,Metro,Own,Yes,,,3.0
1239, ,Straight,No,Metro,Rent,No,Male,14.0,4.0
1242, ,,,Metro,Own,Yes,,,3.0
1244, ,Something else,No,Metro,Neither,Yes,Female,14.0,6.0
1245,1,Bisexual,No,Non-metro,Own,Yes,Female,16.0,4.0
1246, ,,,Metro,Own,Yes,,,3.0
1247, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
1248, ,,,Metro,Rent,Yes,,,5.0
1249, ,,,Metro,Rent,Yes,,,4.0
1251, ,,,Non-metro,Own,Yes,,,3.0
1253,2,Not sure,Yes,Metro,Own,Yes,Female,13.0,8.0
1255, ,,,Non-metro,Own,Yes,,,6.0
1256,2,Straight,No,Metro,Own,Yes,Female,15.0,3.0
1258,2,Straight,No,Metro,Own,Yes,Female,16.0,4.0
1259, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1260, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1261, ,,,Metro,Rent,Yes,,,3.0
1262, ,Bisexual,No,Metro,Own,Yes,Male,13.0,5.0
1263, ,,,Metro,Own,Yes,,,4.0
1264, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1265, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
1266,1,Straight,Yes,Metro,Own,Yes,Male,16.0,3.0
1267, ,,,Metro,Own,No,,,4.0
1268, ,,,Metro,Own,Yes,,,3.0
1269, ,,,Metro,Own,Yes,,,3.0
1270, ,Straight,No,Metro,Own,Yes,Female,13.0,8.0
1271, ,,,Metro,Own,Yes,,,5.0
1272, ,,,Metro,Own,Yes,,,7.0
1273, ,,,Metro,Own,Yes,,,2.0
1275, ,Straight,No,Metro,Own,Yes,Female,16.0,7.0
1276, ,,,Metro,Rent,Yes,,,5.0
1277, ,Straight,No,Metro,Own,Yes,Male,15.0,5.0
1279,2,Not sure,No,Metro,Own,Yes,Female,15.0,4.0
1280,2,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1281, ,Straight,No,Metro,Own,Yes,Male,16.0,3.0
1282, ,Straight,No,Metro,Own,Yes,Female,15.0,2.0
1283, ,,,Metro,Rent,Yes,,,4.0
1284,2,Straight,No,Metro,Rent,Yes,Female,16.0,4.0
1286,2,Straight,No,Metro,Rent,Yes,Female,17.0,3.0
1287, ,Straight,,Metro,Rent,No,Male,13.0,2.0
1288, ,,,Metro,Rent,Yes,,,4.0
1289,2,Straight,No,Metro,Rent,No,Male,15.0,6.0
1290,2,Straight,No,Metro,Own,Yes,Male,15.0,8.0
1294, ,,,Metro,Own,Yes,,,3.0
1295, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
1296, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1297,2,Straight,No,Metro,Rent,Yes,Female,15.0,8.0
1298,2,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1299, ,,,Metro,Own,Yes,,,4.0
1300, ,,,Metro,Own,Yes,,,4.0
1301,1,Bisexual,No,Metro,Own,Yes,Female,17.0,6.0
1302, ,Bisexual,No,Metro,Own,Yes,Female,13.0,3.0
1303, ,Straight,No,Metro,Rent,Yes,Female,17.0,2.0
1304, ,Straight,No,Metro,Rent,Yes,Male,13.0,4.0
1305,3,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1306,2,Straight,No,Metro,Own,Yes,Female,16.0,3.0
1307, ,,,Metro,Rent,Yes,,,4.0
1308, ,Straight,No,Metro,Own,Yes,Female,14.0,6.0
1309,2,Straight,No,Metro,Rent,No,Male,15.0,3.0
1310, ,Straight,No,Metro,Rent,Yes,Female,14.0,2.0
1313, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
1315, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1317, ,,,Metro,Own,Yes,,,6.0
1319, ,,,Metro,Own,Yes,,,5.0
1321,1,Straight,No,Metro,Own,Yes,Female,17.0,5.0
1322,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1323, ,,,Metro,Own,Yes,,,3.0
1324, ,,,Metro,Own,Yes,,,5.0
1325, ,,,Metro,Own,Yes,Female,15.0,7.0
1326, ,Straight,No,Metro,Own,Yes,Male,13.0,6.0
1327,2,Straight,No,Metro,Rent,Yes,Male,16.0,3.0
1328, ,,,Metro,Rent,Yes,,,4.0
1330, ,,,Metro,Rent,No,,,4.0
1331, ,,,Metro,Own,Yes,,,4.0
1332, ,Straight,No,Metro,Rent,Yes,Male,13.0,6.0
1333, ,,,Metro,Own,Yes,,,4.0
1334, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1336, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1337, ,Straight,No,Metro,Rent,No,Female,13.0,3.0
1338, ,Straight,No,Non-metro,Own,Yes,Female,13.0,4.0
1339, ,,,Metro,Own,Yes,,,3.0
1340, ,Straight,No,Non-metro,Own,No,Female,15.0,4.0
1341, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1342, ,,,Metro,Own,Yes,,,5.0
1343, ,,,Metro,Own,Yes,,,5.0
1344, ,Straight,No,Metro,Rent,Yes,Male,17.0,6.0
1346, ,Straight,No,Metro,Own,No,Female,13.0,2.0
1347, ,,,Non-metro,Own,Yes,,,9.0
1348, ,Straight,No,Metro,Rent,Yes,Male,17.0,6.0
1349, ,Straight,No,Metro,Own,No,Male,16.0,3.0
1350, ,Straight,No,Metro,Rent,Yes,Female,15.0,3.0
1351, ,,,Metro,Rent,No,,,3.0
1354, ,Something else,No,Metro,Rent,Yes,Female,14.0,6.0
1355, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1357, ,,,Non-metro,Own,No,,,4.0
1359, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
1360,1,Bisexual,No,Non-metro,Rent,Yes,Female,15.0,4.0
1361, ,Straight,No,Metro,Own,No,Female,15.0,3.0
1362,2,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1363, ,,,Metro,Own,Yes,,,5.0
1366, ,,,Non-metro,Own,Yes,,,7.0
1367, ,,,Metro,Own,Yes,,,5.0
1369,1,Straight,No,Metro,Own,Yes,Female,17.0,3.0
1370,1,Straight,No,Metro,Own,Yes,Male,17.0,5.0
1372, ,,,Non-metro,Own,Yes,,,4.0
1373, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1374,1,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1375, ,Straight,No,Metro,Rent,Yes,Female,13.0,3.0
1376,1,Straight,No,Non-metro,Own,Yes,Female,17.0,5.0
1377,1,Straight,No,Non-metro,Rent,Yes,Male,14.0,3.0
1378, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
1379,2,Straight,No,Metro,Rent,Yes,Male,13.0,3.0
1380, ,,,Non-metro,Own,Yes,,,4.0
1381, ,,,Metro,Own,Yes,,,3.0
1384, ,,,Metro,Own,Yes,Male,16.0,6.0
1386, ,,,Metro,Own,Yes,,,5.0
1387, ,,,Metro,Own,Yes,,,5.0
1388, ,,,Metro,Own,Yes,,,5.0
1389,2,Straight,No,Metro,Own,Yes,Female,13.0,7.0
1393, ,,,Metro,Own,Yes,,,3.0
1394, ,Straight,No,Non-metro,Own,Yes,Female,13.0,5.0
1396, ,,,Metro,Own,Yes,,,4.0
1397, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
1399, ,,,Metro,Own,Yes,,,4.0
1400, ,,,Metro,Rent,No,,,5.0
1401, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1404,3,Straight,No,Non-metro,Own,Yes,Male,16.0,3.0
1405, ,Bisexual,No,Metro,Own,Yes,Female,17.0,4.0
1406, ,,,Metro,Own,Yes,,,3.0
1407, ,Straight,No,Non-metro,Own,Yes,Male,14.0,4.0
1408,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1411, ,Straight,No,Metro,Own,Yes,Male,15.0,6.0
1412, ,Straight,No,Metro,Own,Yes,Female,14.0,5.0
1414, ,,,Metro,Rent,No,,,5.0
1415, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1416, ,Straight,No,Non-metro,Own,Yes,Male,16.0,3.0
1417, ,Straight,No,Metro,Rent,Yes,Male,15.0,4.0
1418,1,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1419, ,Straight,No,Metro,Own,No,Female,14.0,4.0
1420, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1421, ,Not sure,No,Metro,Own,Yes,Male,14.0,4.0
1422, ,,,Metro,Rent,Yes,,,8.0
1423, ,Straight,No,Metro,Own,Yes,Male,16.0,5.0
1424,2,Straight,No,Metro,Rent,Yes,Male,16.0,3.0
1426,2,Straight,No,Non-metro,Own,Yes,Male,14.0,4.0
1427,2,Straight,No,Metro,Own,Yes,Female,17.0,3.0
1428, ,,,Metro,Own,Yes,,,4.0
1429, ,Straight,No,Metro,Own,Yes,Female,15.0,7.0
1430, ,,,Metro,Rent,Yes,,,4.0
1431, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1432, ,,,Metro,Own,Yes,,,4.0
1434, ,,,Metro,Rent,Yes,,,4.0
1439,2,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1441, ,,,Metro,Neither,Yes,,,3.0
1443, ,,,Metro,Rent,No,,,4.0
1444, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
1445, ,Straight,No,Metro,Own,Yes,Female,16.0,5.0
1446, ,Straight,No,Non-metro,Own,No,Male,13.0,4.0
1448,2,Straight,No,Metro,Rent,Yes,Female,15.0,5.0
1449, ,Bisexual,No,Metro,Own,Yes,Female,13.0,3.0
1450, ,Straight,Yes,Metro,Own,No,Male,13.0,1.0
1451, ,,,Metro,Own,No,,,6.0
1452, ,,,Metro,Rent,Yes,,,5.0
1453, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
1455, ,Straight,No,Metro,Own,Yes,Female,14.0,8.0
1456, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1457, ,,,Metro,Neither,Yes,,,2.0
1458,1,Straight,No,Metro,Rent,Yes,Female,17.0,4.0
1459,2,Straight,No,Non-metro,Neither,Yes,Female,15.0,4.0
1460, ,Straight,No,Metro,Rent,Yes,Male,15.0,3.0
1461, ,,,Metro,Neither,No,,,5.0
1462, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1464, ,,,Metro,Rent,Yes,,,4.0
1466, ,Straight,No,Non-metro,Own,No,Female,14.0,4.0
1467,2,Straight,No,Metro,Own,Yes,Male,16.0,5.0
1468, ,Straight,Yes,Metro,Rent,No,Male,14.0,3.0
1469, ,Straight,No,Non-metro,Own,Yes,Female,17.0,6.0
1470, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
1471, ,,,Non-metro,Own,Yes,,,3.0
1472, ,Straight,No,Metro,Own,Yes,Male,16.0,3.0
1473,1,Straight,No,Metro,Own,No,Female,17.0,3.0
1475, ,Straight,No,Metro,Own,Yes,Female,13.0,3.0
1477,1,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1479, ,Straight,No,Metro,Own,No,Female,16.0,5.0
1480, ,Straight,Yes,Metro,Own,Yes,Male,14.0,5.0
1481, ,,,Metro,Own,Yes,Male,17.0,5.0
1482,2,Straight,No,Non-metro,Own,Yes,Female,16.0,3.0
1485,2,Straight,No,Metro,Rent,Yes,Male,15.0,4.0
1486, ,,,Metro,Own,Yes,,,4.0
1487,2,Straight,No,Metro,Own,Yes,Female,16.0,4.0
1488,1,Straight,No,Metro,Own,Yes,Female,16.0,7.0
1489,2,Straight,No,Non-metro,Own,Yes,Female,13.0,3.0
1490,2,Straight,No,Non-metro,Own,Yes,Male,15.0,5.0
1491,2,Bisexual,No,Metro,Rent,Yes,Female,15.0,5.0
1492, ,Straight,No,Metro,Rent,No,Female,16.0,3.0
1494, ,,,Metro,Own,Yes,,,7.0
1496, ,Straight,,Non-metro,Own,Yes,Male,13.0,5.0
1497, ,Not sure,No,Metro,Own,Yes,Female,13.0,2.0
1498, ,,,Non-metro,Own,Yes,,,6.0
1499, ,Straight,No,Non-metro,Own,Yes,Female,13.0,5.0
1500, ,,,Non-metro,Neither,Yes,,,5.0
1501, ,,,Metro,Own,Yes,,,5.0
1502, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
1504, ,,,Non-metro,Neither,Yes,,,5.0
1506, ,,,Metro,Own,Yes,,,4.0
1507,1,Straight,No,Non-metro,Own,Yes,Female,17.0,4.0
1509, ,,,Non-metro,Own,Yes,,,4.0
1511,1,Straight,No,Metro,Own,Yes,Male,14.0,6.0
1512,1,Straight,No,Non-metro,Own,Yes,Male,16.0,4.0
1513,2,Straight,No,Metro,Own,Yes,Female,15.0,3.0
1514, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
1517, ,Straight,No,Metro,Own,Yes,Female,13.0,6.0
1518, ,,,Non-metro,Rent,Yes,,,5.0
1520, ,,,Metro,Own,Yes,,,4.0
1521, ,,,Metro,Own,Yes,,,4.0
1522, ,,,Non-metro,Own,No,,,4.0
1524, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
1525, ,Straight,No,Non-metro,Own,Yes,Male,13.0,3.0
1527,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
1528,2,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1529, ,Straight,No,Non-metro,Own,Yes,Male,13.0,4.0
1530,2,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1532, ,,,Metro,Own,Yes,,,6.0
1533, ,,,Metro,Own,Yes,,,4.0
1534, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
1535, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1536, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1537, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1539, ,Straight,No,Metro,Rent,Yes,Female,15.0,6.0
1540,2,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1542, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
1543, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1544, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
1545, ,Straight,No,Non-metro,Own,Yes,Female,16.0,6.0
1546, ,Straight,No,Metro,Rent,Yes,Male,17.0,4.0
1547, ,Straight,No,Metro,Rent,Yes,Male,13.0,7.0
1550, ,,,Metro,Own,No,,,10.0
1551, ,,,Metro,Own,No,,,5.0
1552, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
1553, ,,,Metro,Rent,Yes,,,3.0
1554, ,,,Metro,Own,Yes,,,7.0
1555, ,,,Metro,Own,Yes,,,4.0
1556, ,Straight,No,Metro,Rent,No,Male,16.0,2.0
1557,2,Straight,No,Metro,Own,Yes,Female,15.0,4.0
1558, ,Straight,No,Metro,Own,Yes,Male,16.0,5.0
1560, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1562, ,,,Metro,Own,Yes,,,2.0
1563, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
1564,1,Straight,No,Non-metro,Rent,Yes,Female,15.0,3.0
1565, ,,,Metro,Own,No,,,5.0
1566, ,,,Metro,Rent,Yes,,,2.0
1567, ,Straight,No,Metro,Rent,No,Female,16.0,2.0
1568,1,Straight,No,Metro,Own,Yes,Female,17.0,5.0
1569, ,Straight,No,Metro,Own,Yes,Male,14.0,7.0
1570,2,Straight,No,Metro,Own,No,Female,14.0,4.0
1571,1,Straight,No,Metro,Rent,Yes,Female,16.0,4.0
1572, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
1574, ,,,Metro,Rent,Yes,,,4.0
1575,2,Straight,No,Metro,Own,Yes,Female,13.0,5.0
1578, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
1582, ,,,Non-metro,Own,Yes,Male,16.0,5.0
1584,2,Straight,No,Metro,Own,Yes,Male,15.0,6.0
1585,2,Straight,No,Metro,Own,Yes,Male,14.0,5.0
1586,2,Straight,No,Metro,Rent,Yes,Female,13.0,4.0
1588, ,,,Metro,Neither,Yes,,,2.0
1589,2,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1590, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
1591, ,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
1593, ,Straight,No,Metro,Own,Yes,Male,17.0,5.0
1594, ,,,Metro,Own,Yes,,,5.0
1595,2,Not sure,No,Metro,Own,Yes,Female,17.0,3.0
1596, ,,,Metro,Own,Yes,,,4.0
1597, ,Straight,No,Metro,Rent,Yes,Male,14.0,6.0
1598, ,Straight,No,Metro,Own,Yes,Female,16.0,6.0
1600, ,Straight,No,Metro,Rent,Yes,Male,17.0,4.0
1601, ,,,Metro,Own,Yes,,,5.0
1603,1,Straight,No,Non-metro,Own,Yes,Female,16.0,4.0
1604, ,,,Metro,Own,Yes,,,4.0
1606, ,Straight,No,Metro,Own,Yes,Female,15.0,2.0
1607, ,,,Metro,Own,Yes,,,3.0
1608,1,Straight,No,Metro,Rent,Yes,Male,16.0,6.0
1609,2,Bisexual,No,Metro,Own,Yes,Female,15.0,4.0
1610, ,Straight,No,Metro,Rent,Yes,Female,13.0,3.0
1611, ,Bisexual,No,Metro,Own,Yes,Female,14.0,6.0
1612,1,Straight,No,Non-metro,Own,Yes,Female,16.0,5.0
1613, ,,,Metro,Rent,Yes,,,5.0
1614,1,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1615,2,Straight,No,Metro,Own,Yes,Male,13.0,3.0
1617, ,Straight,No,Non-metro,Own,Yes,Female,16.0,4.0
1618, ,,,Metro,Own,Yes,,,4.0
1620,2,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1621,2,Straight,No,Metro,Rent,Yes,Female,16.0,5.0
1622, ,,,Metro,Own,Yes,,,6.0
1623, ,,,Metro,Own,No,,,2.0
1625, ,,,Metro,Own,Yes,,,5.0
1626,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1627,2,Straight,No,Metro,Rent,Yes,Male,14.0,6.0
1628, ,,,Metro,Own,Yes,,,3.0
1630, ,,,Metro,Own,Yes,,,4.0
1631, ,,,Metro,Own,Yes,,,5.0
1632,2,Straight,No,Metro,Own,Yes,Female,13.0,5.0
1633, ,,,Non-metro,Own,Yes,,,8.0
1636,2,Straight,No,Non-metro,Own,Yes,Female,17.0,3.0
1640, ,,,Metro,Rent,No,Male,16.0,4.0
1641, ,Straight,No,Metro,Rent,Yes,Male,14.0,6.0
1643, ,Straight,No,Metro,Own,Yes,Female,16.0,5.0
1645, ,Straight,No,Metro,Rent,Yes,Male,14.0,5.0
1647,2,Straight,No,Metro,Own,Yes,Male,15.0,6.0
1648, ,Straight,No,Non-metro,Own,Yes,Female,15.0,5.0
1649, ,Straight,Yes,Metro,Own,Yes,Male,15.0,4.0
1650, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1651,2,Straight,No,Metro,Rent,Yes,Female,17.0,2.0
1652, ,,,Metro,Rent,Yes,Female,14.0,5.0
1653, ,Straight,Yes,Metro,Own,Yes,Female,13.0,8.0
1655, ,Straight,No,Non-metro,Own,Yes,Female,13.0,6.0
1656,1,Straight,No,Metro,Own,Yes,Male,16.0,2.0
1657, ,Straight,No,Metro,Rent,Yes,Female,15.0,3.0
1658, ,Straight,No,Metro,Rent,Yes,Female,13.0,5.0
1659,2,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1660, ,,,Metro,Own,Yes,,,4.0
1661, ,,,Metro,Rent,No,,,7.0
1663, ,,,Metro,Own,Yes,,,3.0
1667, ,,,Metro,Own,Yes,Male,15.0,5.0
1668, ,,,Metro,Own,Yes,,,5.0
1669, ,,,Metro,Rent,No,,,6.0
1670, ,,,Metro,Own,Yes,,,5.0
1671,2,Straight,No,Metro,Own,Yes,Male,16.0,5.0
1672,2,Straight,No,Metro,Own,Yes,Female,15.0,6.0
1673,1,Straight,No,Metro,Rent,Yes,Male,15.0,5.0
1675, ,,,Metro,Own,Yes,,,4.0
1677,2,Straight,No,Metro,Rent,Yes,Male,16.0,5.0
1678, ,,,Metro,Own,No,,,8.0
1679, ,Straight,No,Metro,Own,Yes,Male,16.0,5.0
1680, ,,,Metro,Own,Yes,,,5.0
1681, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
1685, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1686,2,Straight,No,Metro,Rent,Yes,Female,16.0,4.0
1688,2,Not sure,Yes,Metro,Own,Yes,Male,17.0,3.0
1689,1,Straight,No,Metro,Own,Yes,Female,17.0,4.0
1691, ,Straight,No,Metro,Own,Yes,Female,16.0,8.0
1692, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1694, ,,,Metro,Own,Yes,,,4.0
1695, ,Straight,No,Non-metro,Own,Yes,Male,13.0,5.0
1696, ,,,Metro,Own,Yes,,,2.0
1697, ,Straight,No,Non-metro,Neither,Yes,Female,16.0,3.0
1700, ,,,Non-metro,Rent,Yes,,,4.0
1702,1,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1704,-1,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1706, ,,,Metro,Own,Yes,,,4.0
1707,1,Straight,No,Metro,Own,Yes,Male,17.0,6.0
1712, ,Something else,No,Metro,Own,Yes,Male,13.0,4.0
1713, ,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1714,2,Straight,No,Metro,Rent,No,Female,15.0,5.0
1716, ,,,Metro,Rent,Yes,,,4.0
1717,2,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1718,2,Straight,No,Non-metro,Own,No,Female,17.0,3.0
1719, ,Straight,No,Non-metro,Rent,Yes,Female,13.0,4.0
1721, ,Straight,No,Metro,Rent,No,Female,14.0,3.0
1722,2,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1724, ,Not sure,No,Metro,Rent,Yes,Male,13.0,5.0
1725, ,,,Non-metro,Own,Yes,,,4.0
1726, ,Straight,No,Metro,Rent,No,Male,14.0,5.0
1727, ,,,Metro,Own,Yes,,,4.0
1729, ,Straight,No,Metro,Own,Yes,Male,17.0,6.0
1732, ,,,Metro,Own,No,,,5.0
1735, ,Straight,No,Metro,Own,Yes,Female,13.0,3.0
1736,2,Bisexual,No,Metro,Own,Yes,Female,14.0,4.0
1737, ,Straight,No,Metro,Own,Yes,Male,17.0,6.0
1739, ,,,Non-metro,Own,Yes,,,4.0
1742, ,,,Metro,Own,Yes,,,10.0
1743,2,Straight,No,Non-metro,Own,Yes,Male,17.0,5.0
1745, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1747, ,Straight,No,Metro,Own,Yes,Female,15.0,3.0
1748,2,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1749, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
1750, ,Something else,No,Non-metro,Neither,Yes,Female,13.0,6.0
1751,3,Bisexual,No,Metro,Own,Yes,Female,15.0,4.0
1752, ,,,Metro,Rent,No,,,4.0
1753, ,Straight,No,Metro,Own,Yes,Female,14.0,6.0
1754, ,Straight,No,Metro,Rent,Yes,Male,15.0,6.0
1755, ,Straight,No,Metro,Rent,Yes,Male,16.0,4.0
1757, ,,,Non-metro,Own,Yes,,,6.0
1758, ,,,Metro,Rent,No,,,3.0
1760, ,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1761,2,Straight,No,Non-metro,Own,Yes,Female,15.0,7.0
1762, ,Straight,No,Metro,Own,Yes,Female,13.0,3.0
1764, ,Straight,No,Metro,Rent,Yes,Male,17.0,6.0
1765, ,,,Metro,Own,Yes,,,3.0
1766, ,Something else,No,Metro,Own,Yes,Female,13.0,4.0
1767,2,Straight,No,Metro,Own,Yes,Male,17.0,4.0
1769, ,,,Metro,Own,Yes,,,3.0
1773, ,Straight,No,Metro,Own,Yes,Female,14.0,6.0
1776,1,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1777, ,,,Metro,Rent,Yes,,,6.0
1778, ,Straight,No,Metro,Rent,Yes,Male,15.0,4.0
1779, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1780, ,,,Metro,Own,No,,,3.0
1783, ,Straight,No,Metro,Rent,Yes,Female,17.0,7.0
1786, ,,,Metro,Rent,Yes,,,4.0
1787, ,,,Metro,Own,Yes,,,4.0
1788, ,Straight,No,Metro,Own,Yes,Male,15.0,6.0
1790, ,,,Metro,Own,Yes,,,5.0
1791, ,,,Metro,Own,Yes,,,4.0
1792, ,,,Metro,Rent,Yes,,,7.0
1794, ,Straight,No,Metro,Own,Yes,Female,14.0,5.0
1798,-1,Straight,No,Non-metro,Rent,No,Male,15.0,2.0
1801, ,,,Metro,Own,Yes,,,3.0
1803, ,,,Metro,Rent,Yes,,,3.0
1805, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1808,2,Straight,No,Metro,Own,Yes,Male,15.0,3.0
1811, ,Straight,No,Metro,Own,Yes,Female,16.0,5.0
1812, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
1813, ,,,Metro,Rent,No,,,1.0
1814, ,,,Metro,Own,No,,,4.0
1816,2,Straight,No,Non-metro,Own,Yes,Male,15.0,4.0
1817, ,,,Metro,Own,No,,,3.0
1818,2,Straight,No,Metro,Rent,Yes,Male,13.0,5.0
1819, ,Straight,No,Metro,Own,Yes,Male,17.0,2.0
1820, ,Straight,No,Metro,Rent,Yes,Male,17.0,3.0
1821, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1822, ,,,Metro,Rent,Yes,,,5.0
1823, ,Straight,No,Metro,Own,No,Female,13.0,6.0
1824, ,,,Metro,Own,Yes,,,5.0
1825, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1827,2,Straight,No,Metro,Rent,Yes,Female,14.0,5.0
1828, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
1829, ,Straight,No,Metro,Rent,No,Male,16.0,4.0
